yearsage,yearsed,pc_in,pc_vo,pc_co,pc_si,pc_pc,pc_pa,pc_bd,pc_oa
22,16,75.86206897,75.71428571,93.75,82.14285714,95,70,76.47058824,85.36585366
22,14,62.06896552,68.57142857,62.5,78.57142857,80,60,72.54901961,92.68292683
22,12,55.17241379,78.57142857,71.875,67.85714286,90,75,82.35294118,90.24390244
22,12,55.17241379,75.71428571,84.375,78.57142857,85,95,45.09803922,82.92682927
22,14,75.86206897,71.42857143,68.75,85.71428571,90,85,70.58823529,78.04878049
22,14,41.37931035,68.57142857,43.75,78.57142857,65,35,47.05882353,80.48780488
22,12,58.62068966,60,56.25,46.42857143,90,35,43.1372549,85.36585366
22,12,65.51724138,62.85714286,40.625,50,65,85,43.1372549,46.34146342
22,12,55.17241379,71.42857143,81.25,85.71428571,85,75,96.07843137,90.24390244
22,14,48.27586207,47.14285714,56.25,53.57142857,85,65,70.58823529,63.41463415
22,12,65.51724138,51.42857143,53.125,50,80,55,50.98039216,65.85365854
22,12,44.82758621,28.57142857,31.25,35.71428571,30,20,3.921568628,36.58536585
22,12,65.51724138,70,40.625,75,45,60,52.94117647,56.09756098
22,12,55.17241379,62.85714286,50,46.42857143,85,85,56.8627451,82.92682927
22,16,62.06896552,75.71428571,71.875,71.42857143,85,75,64.70588235,73.17073171
22,12,20.68965517,14.28571429,28.125,14.28571429,65,10,25.49019608,43.90243902
22,12,75.86206897,81.42857143,65.625,92.85714286,85,95,66.66666667,70.73170732
22,12,86.20689655,94.28571429,68.75,82.14285714,80,100,54.90196078,73.17073171
22,12,31.03448276,32.85714286,40.625,60.71428571,60,10,52.94117647,58.53658537
22,12,75.86206897,57.14285714,87.5,57.14285714,65,45,43.1372549,58.53658537
22,12,58.62068966,71.42857143,84.375,53.57142857,90,60,70.58823529,82.92682927
22,10,89.65517241,85.71428571,75,85.71428571,90,90,62.74509804,95.12195122
22,10,37.93103448,54.28571429,62.5,46.42857143,85,70,72.54901961,78.04878049
22,10,48.27586207,57.14285714,59.375,57.14285714,90,20,78.43137255,75.6097561
22,14,58.62068966,72.85714286,81.25,96.42857143,75,75,56.8627451,80.48780488
22,10,79.31034483,71.42857143,53.125,82.14285714,95,65,64.70588235,63.41463415
22,12,41.37931035,32.85714286,43.75,60.71428571,80,70,58.82352941,78.04878049
22,14,65.51724138,75.71428571,46.875,64.28571429,90,90,70.58823529,73.17073171
22,12,48.27586207,45.71428571,46.875,75,65,45,39.21568628,73.17073171
22,10,72.4137931,74.28571429,78.125,75,100,95,82.35294118,92.68292683
22,14,58.62068966,68.57142857,84.375,78.57142857,80,90,62.74509804,80.48780488
22,12,62.06896552,64.28571429,62.5,82.14285714,80,45,58.82352941,65.85365854
22,14,96.55172414,91.42857143,84.375,85.71428571,95,85,68.62745098,97.56097561
22,14,72.4137931,85.71428571,62.5,82.14285714,85,65,47.05882353,78.04878049
22,14,75.86206897,84.28571429,87.5,85.71428571,85,90,62.74509804,70.73170732
22,14,58.62068966,74.28571429,62.5,89.28571429,95,80,76.47058824,78.04878049
22,12,41.37931035,17.14285714,28.125,46.42857143,60,40,43.1372549,90.24390244
22,12,72.4137931,52.85714286,56.25,78.57142857,80,55,50.98039216,73.17073171
22,14,75.86206897,81.42857143,81.25,89.28571429,95,75,76.47058824,75.6097561
22,8,65.51724138,70,78.125,78.57142857,85,70,58.82352941,75.6097561
22,14,72.4137931,84.28571429,78.125,85.71428571,95,85,86.2745098,97.56097561
22,14,75.86206897,82.85714286,81.25,85.71428571,85,75,86.2745098,90.24390244
22,14,93.10344828,92.85714286,87.5,89.28571429,95,85,82.35294118,85.36585366
22,14,44.82758621,52.85714286,78.125,71.42857143,75,85,62.74509804,82.92682927
22,10,13.79310345,15.71428571,21.875,14.28571429,10,10,3.921568628,9.756097561
22,12,89.65517241,84.28571429,90.625,100,90,75,80.39215686,100
22,14,51.72413793,58.57142857,71.875,64.28571429,65,80,35.29411765,56.09756098
22,16,75.86206897,94.28571429,68.75,85.71428571,95,70,70.58823529,95.12195122
22,14,82.75862069,75.71428571,78.125,67.85714286,90,85,84.31372549,82.92682927
22,10,58.62068966,68.57142857,62.5,82.14285714,90,65,74.50980392,80.48780488
22,14,58.62068966,62.85714286,75,60.71428571,80,55,49.01960784,60.97560976
22,12,48.27586207,55.71428571,56.25,64.28571429,85,65,72.54901961,87.80487805
22,12,75.86206897,67.14285714,59.375,67.85714286,90,70,96.07843137,100
22,10,96.55172414,94.28571429,84.375,96.42857143,100,100,96.07843137,100
22,12,75.86206897,64.28571429,65.625,39.28571429,80,65,64.70588235,82.92682927
22,12,72.4137931,82.85714286,68.75,53.57142857,70,70,50.98039216,75.6097561
22,12,48.27586207,32.85714286,43.75,60.71428571,55,65,39.21568628,26.82926829
22,8,20.68965517,28.57142857,31.25,46.42857143,75,65,47.05882353,58.53658537
22,14,75.86206897,52.85714286,68.75,82.14285714,85,55,43.1372549,87.80487805
22,10,44.82758621,48.57142857,56.25,75,75,90,80.39215686,60.97560976
22,10,20.68965517,32.85714286,53.125,64.28571429,60,35,47.05882353,73.17073171
22,8,48.27586207,28.57142857,15.625,39.28571429,55,55,39.21568628,80.48780488
22,12,48.27586207,38.57142857,25,50,40,35,11.76470588,73.17073171
22,16,62.06896552,57.14285714,78.125,50,85,85,47.05882353,80.48780488
22,12,89.65517241,92.85714286,84.375,96.42857143,90,65,0,70.73170732
22,10,58.62068966,61.42857143,68.75,60.71428571,75,85,29.41176471,78.04878049
22,14,37.93103448,27.14285714,50,46.42857143,55,20,15.68627451,58.53658537
22,12,44.82758621,57.14285714,71.875,46.42857143,70,35,68.62745098,75.6097561
29.5,16,93.10344828,91.42857143,78.125,82.14285714,90,100,84.31372549,100
29.5,16,79.31034483,68.57142857,71.875,60.71428571,85,95,84.31372549,87.80487805
29.5,16,86.20689655,87.14285714,71.875,64.28571429,95,80,80.39215686,92.68292683
29.5,16,93.10344828,87.14285714,71.875,75,70,100,86.2745098,75.6097561
29.5,16,93.10344828,92.85714286,78.125,75,65,70,64.70588235,73.17073171
29.5,10,89.65517241,91.42857143,65.625,89.28571429,95,95,82.35294118,90.24390244
29.5,14,82.75862069,88.57142857,75,82.14285714,80,95,68.62745098,73.17073171
29.5,16,68.96551724,70,59.375,67.85714286,65,85,45.09803922,46.34146342
29.5,16,89.65517241,87.14285714,65.625,78.57142857,85,85,78.43137255,80.48780488
29.5,16,89.65517241,97.14285714,78.125,92.85714286,80,90,54.90196078,78.04878049
29.5,16,96.55172414,85.71428571,78.125,85.71428571,100,65,58.82352941,75.6097561
29.5,16,89.65517241,85.71428571,93.75,67.85714286,75,75,76.47058824,75.6097561
29.5,12,86.20689655,92.85714286,93.75,92.85714286,90,95,76.47058824,87.80487805
29.5,16,96.55172414,95.71428571,93.75,89.28571429,100,80,70.58823529,73.17073171
29.5,16,96.55172414,97.14285714,81.25,96.42857143,95,100,100,97.56097561
29.5,16,82.75862069,90,90.625,82.14285714,90,80,66.66666667,68.29268293
29.5,14,75.86206897,78.57142857,84.375,71.42857143,90,85,68.62745098,82.92682927
29.5,16,89.65517241,90,81.25,96.42857143,100,90,78.43137255,95.12195122
29.5,14,72.4137931,70,68.75,57.14285714,95,90,66.66666667,80.48780488
29.5,16,96.55172414,92.85714286,81.25,78.57142857,90,80,74.50980392,90.24390244
29.5,16,89.65517241,85.71428571,75,82.14285714,80,85,54.90196078,82.92682927
29.5,16,79.31034483,90,87.5,75,90,80,72.54901961,90.24390244
29.5,16,89.65517241,94.28571429,71.875,82.14285714,90,90,92.15686275,90.24390244
29.5,16,96.55172414,95.71428571,87.5,82.14285714,90,75,62.74509804,73.17073171
29.5,16,96.55172414,91.42857143,81.25,92.85714286,95,100,100,100
29.5,16,89.65517241,88.57142857,81.25,89.28571429,85,50,88.23529412,87.80487805
29.5,16,82.75862069,72.85714286,75,71.42857143,95,75,70.58823529,97.56097561
29.5,14,93.10344828,95.71428571,96.875,60.71428571,55,50,50.98039216,73.17073171
29.5,16,89.65517241,98.57142857,93.75,92.85714286,95,90,64.70588235,78.04878049
29.5,14,96.55172414,98.57142857,81.25,82.14285714,95,65,60.78431373,85.36585366
29.5,16,58.62068966,90,84.375,89.28571429,90,65,56.8627451,92.68292683
29.5,14,96.55172414,78.57142857,84.375,60.71428571,90,65,78.43137255,75.6097561
29.5,16,82.75862069,74.28571429,65.625,85.71428571,95,85,86.2745098,92.68292683
29.5,16,93.10344828,90,75,67.85714286,75,55,47.05882353,78.04878049
29.5,16,72.4137931,55.71428571,62.5,96.42857143,90,70,94.11764706,95.12195122
29.5,14,79.31034483,94.28571429,87.5,92.85714286,85,65,74.50980392,87.80487805
29.5,14,82.75862069,91.42857143,96.875,82.14285714,95,95,68.62745098,80.48780488
29.5,12,79.31034483,50,65.625,64.28571429,75,50,47.05882353,53.65853659
29.5,16,93.10344828,91.42857143,87.5,78.57142857,85,85,78.43137255,82.92682927
29.5,14,62.06896552,81.42857143,56.25,78.57142857,75,55,50.98039216,53.65853659
29.5,16,86.20689655,74.28571429,81.25,82.14285714,75,85,84.31372549,82.92682927
29.5,12,58.62068966,71.42857143,56.25,75,55,75,60.78431373,78.04878049
29.5,14,62.06896552,71.42857143,75,78.57142857,80,65,37.25490196,80.48780488
29.5,12,82.75862069,67.14285714,68.75,50,85,70,58.82352941,78.04878049
29.5,14,75.86206897,64.28571429,59.375,78.57142857,80,90,60.78431373,60.97560976
29.5,14,72.4137931,78.57142857,84.375,82.14285714,90,75,62.74509804,95.12195122
29.5,16,93.10344828,94.28571429,84.375,96.42857143,80,80,82.35294118,85.36585366
29.5,12,72.4137931,65.71428571,84.375,85.71428571,75,55,70.58823529,80.48780488
29.5,16,93.10344828,87.14285714,71.875,60.71428571,90,55,72.54901961,92.68292683
29.5,14,79.31034483,80,78.125,89.28571429,80,55,56.8627451,82.92682927
29.5,12,68.96551724,74.28571429,53.125,50,70,35,19.60784314,46.34146342
29.5,14,86.20689655,74.28571429,68.75,78.57142857,70,75,60.78431373,41.46341463
29.5,14,79.31034483,87.14285714,90.625,82.14285714,90,90,94.11764706,87.80487805
29.5,12,86.20689655,85.71428571,68.75,64.28571429,90,40,68.62745098,75.6097561
29.5,14,65.51724138,72.85714286,71.875,75,70,90,35.29411765,78.04878049
29.5,10,86.20689655,85.71428571,78.125,64.28571429,75,70,66.66666667,75.6097561
29.5,12,79.31034483,77.14285714,68.75,82.14285714,80,65,76.47058824,87.80487805
29.5,16,93.10344828,77.14285714,81.25,82.14285714,85,85,92.15686275,75.6097561
29.5,12,86.20689655,70,18.75,82.14285714,90,60,60.78431373,87.80487805
29.5,12,79.31034483,31.42857143,62.5,50,70,65,45.09803922,85.36585366
29.5,14,79.31034483,78.57142857,78.125,82.14285714,95,90,82.35294118,87.80487805
29.5,12,48.27586207,31.42857143,59.375,53.57142857,85,60,39.21568628,73.17073171
29.5,10,48.27586207,62.85714286,56.25,39.28571429,85,45,52.94117647,75.6097561
29.5,12,68.96551724,70,84.375,64.28571429,95,80,68.62745098,85.36585366
29.5,12,65.51724138,42.85714286,37.5,39.28571429,75,75,52.94117647,68.29268293
29.5,12,68.96551724,48.57142857,53.125,50,80,80,58.82352941,60.97560976
29.5,12,65.51724138,57.14285714,59.375,50,80,65,54.90196078,60.97560976
29.5,8,55.17241379,65.71428571,71.875,67.85714286,90,95,94.11764706,97.56097561
29.5,12,37.93103448,64.28571429,62.5,53.57142857,85,75,47.05882353,65.85365854
29.5,12,58.62068966,74.28571429,65.625,75,90,75,70.58823529,90.24390244
29.5,16,72.4137931,71.42857143,93.75,60.71428571,90,95,86.2745098,82.92682927
29.5,14,75.86206897,70,25,89.28571429,70,10,80.39215686,80.48780488
29.5,12,55.17241379,48.57142857,40.625,75,60,80,25.49019608,53.65853659
29.5,12,75.86206897,60,75,92.85714286,75,50,56.8627451,87.80487805
29.5,12,75.86206897,64.28571429,81.25,82.14285714,65,45,56.8627451,73.17073171
29.5,10,58.62068966,64.28571429,25,82.14285714,80,40,66.66666667,63.41463415
29.5,12,82.75862069,85.71428571,84.375,96.42857143,85,80,80.39215686,85.36585366
29.5,12,89.65517241,90,75,89.28571429,90,90,90.19607843,85.36585366
29.5,8,58.62068966,57.14285714,71.875,82.14285714,60,90,49.01960784,82.92682927
29.5,12,55.17241379,92.85714286,65.625,78.57142857,75,75,70.58823529,70.73170732
29.5,12,72.4137931,77.14285714,71.875,85.71428571,100,90,90.19607843,92.68292683
29.5,14,75.86206897,81.42857143,78.125,82.14285714,100,90,78.43137255,95.12195122
29.5,14,89.65517241,78.57142857,75,64.28571429,85,95,90.19607843,97.56097561
29.5,16,89.65517241,85.71428571,65.625,35.71428571,70,75,86.2745098,90.24390244
29.5,12,75.86206897,91.42857143,65.625,71.42857143,70,85,74.50980392,82.92682927
29.5,10,65.51724138,62.85714286,43.75,28.57142857,70,65,45.09803922,68.29268293
29.5,10,55.17241379,67.14285714,75,75,95,50,86.2745098,87.80487805
29.5,12,68.96551724,71.42857143,75,64.28571429,95,90,74.50980392,87.80487805
29.5,3,20.68965517,17.14285714,50,32.14285714,60,35,41.17647059,63.41463415
29.5,16,82.75862069,84.28571429,87.5,89.28571429,90,65,70.58823529,85.36585366
29.5,12,72.4137931,77.14285714,78.125,78.57142857,70,65,52.94117647,51.2195122
29.5,12,82.75862069,67.14285714,65.625,60.71428571,70,70,68.62745098,75.6097561
29.5,10,55.17241379,47.14285714,43.75,57.14285714,60,60,66.66666667,80.48780488
29.5,12,72.4137931,74.28571429,71.875,67.85714286,80,75,52.94117647,82.92682927
29.5,10,65.51724138,80,50,32.14285714,85,85,52.94117647,85.36585366
29.5,14,82.75862069,75.71428571,59.375,71.42857143,80,90,94.11764706,85.36585366
29.5,12,72.4137931,74.28571429,75,89.28571429,95,95,80.39215686,80.48780488
29.5,14,68.96551724,71.42857143,81.25,78.57142857,60,30,43.1372549,73.17073171
29.5,10,55.17241379,51.42857143,68.75,32.14285714,75,60,49.01960784,78.04878049
29.5,10,79.31034483,92.85714286,56.25,71.42857143,70,65,50.98039216,87.80487805
29.5,10,51.72413793,52.85714286,56.25,46.42857143,90,60,52.94117647,87.80487805
29.5,10,55.17241379,42.85714286,71.875,46.42857143,75,80,62.74509804,90.24390244
29.5,12,65.51724138,47.14285714,71.875,60.71428571,80,80,70.58823529,85.36585366
29.5,10,82.75862069,75.71428571,81.25,75,90,85,84.31372549,78.04878049
29.5,3,13.79310345,11.42857143,12.5,3.571428571,15,10,5.882352941,70.73170732
29.5,12,51.72413793,42.85714286,46.875,71.42857143,80,45,23.52941177,56.09756098
29.5,12,62.06896552,30,53.125,25,65,65,41.17647059,80.48780488
29.5,12,55.17241379,55.71428571,43.75,75,70,60,45.09803922,82.92682927
29.5,16,58.62068966,64.28571429,71.875,75,65,70,45.09803922,56.09756098
29.5,16,93.10344828,92.85714286,84.375,78.57142857,90,85,94.11764706,97.56097561
29.5,14,93.10344828,85.71428571,65.625,85.71428571,90,90,58.82352941,95.12195122
29.5,12,58.62068966,55.71428571,65.625,92.85714286,85,65,54.90196078,82.92682927
29.5,14,75.86206897,84.28571429,71.875,89.28571429,85,50,74.50980392,85.36585366
29.5,10,89.65517241,75.71428571,62.5,78.57142857,100,95,84.31372549,97.56097561
29.5,10,58.62068966,61.42857143,53.125,85.71428571,95,85,76.47058824,82.92682927
29.5,12,79.31034483,61.42857143,65.625,71.42857143,95,85,58.82352941,92.68292683
29.5,14,79.31034483,85.71428571,71.875,82.14285714,85,85,49.01960784,70.73170732
29.5,14,79.31034483,81.42857143,56.25,75,80,85,84.31372549,85.36585366
29.5,12,65.51724138,60,71.875,89.28571429,90,75,60.78431373,90.24390244
29.5,10,93.10344828,81.42857143,75,78.57142857,90,85,82.35294118,85.36585366
29.5,8,17.24137931,15.71428571,40.625,21.42857143,40,10,21.56862745,53.65853659
29.5,10,34.48275862,27.14285714,34.375,42.85714286,70,75,66.66666667,75.6097561
29.5,12,75.86206897,72.85714286,59.375,75,85,30,64.70588235,85.36585366
29.5,3,20.68965517,18.57142857,15.625,46.42857143,75,25,17.64705882,85.36585366
29.5,12,86.20689655,74.28571429,59.375,96.42857143,95,85,84.31372549,82.92682927
29.5,12,79.31034483,71.42857143,65.625,82.14285714,90,50,62.74509804,80.48780488
29.5,3,13.79310345,20,12.5,21.42857143,60,10,11.76470588,58.53658537
29.5,16,82.75862069,77.14285714,56.25,60.71428571,90,75,90.19607843,90.24390244
29.5,16,93.10344828,91.42857143,87.5,92.85714286,95,100,96.07843137,82.92682927
29.5,14,75.86206897,75.71428571,75,89.28571429,95,85,82.35294118,92.68292683
29.5,3,13.79310345,17.14285714,25,17.85714286,10,10,19.60784314,53.65853659
29.5,14,82.75862069,77.14285714,75,85.71428571,80,50,52.94117647,92.68292683
29.5,14,93.10344828,94.28571429,93.75,85.71428571,85,50,80.39215686,90.24390244
29.5,8,55.17241379,52.85714286,46.875,32.14285714,70,85,80.39215686,90.24390244
29.5,12,55.17241379,60,46.875,46.42857143,75,55,31.37254902,68.29268293
29.5,16,75.86206897,77.14285714,78.125,60.71428571,70,70,39.21568628,73.17073171
29.5,12,55.17241379,34.28571429,37.5,17.85714286,60,20,3.921568628,41.46341463
29.5,12,79.31034483,60,56.25,60.71428571,65,75,56.8627451,68.29268293
29.5,12,41.37931035,30,50,35.71428571,75,55,56.8627451,58.53658537
29.5,12,75.86206897,71.42857143,75,75,85,70,68.62745098,78.04878049
29.5,10,44.82758621,31.42857143,15.625,35.71428571,40,10,13.7254902,53.65853659
29.5,12,86.20689655,74.28571429,90.625,85.71428571,80,65,56.8627451,75.6097561
29.5,10,31.03448276,28.57142857,43.75,35.71428571,65,60,0,70.73170732
29.5,12,13.79310345,12.85714286,18.75,10.71428571,35,10,41.17647059,63.41463415
29.5,16,72.4137931,72.85714286,59.375,67.85714286,85,90,70.58823529,75.6097561
29.5,12,34.48275862,27.14285714,43.75,25,45,30,13.7254902,46.34146342
29.5,12,62.06896552,61.42857143,78.125,82.14285714,90,70,49.01960784,78.04878049
29.5,12,62.06896552,57.14285714,59.375,71.42857143,75,65,43.1372549,75.6097561
29.5,12,55.17241379,45.71428571,59.375,42.85714286,65,10,31.37254902,70.73170732
29.5,16,72.4137931,82.85714286,68.75,85.71428571,80,75,98.03921569,73.17073171
29.5,16,86.20689655,85.71428571,90.625,92.85714286,100,85,72.54901961,92.68292683
29.5,16,79.31034483,95.71428571,90.625,82.14285714,80,85,92.15686275,82.92682927
29.5,16,72.4137931,77.14285714,84.375,96.42857143,100,85,76.47058824,90.24390244
29.5,14,75.86206897,77.14285714,71.875,85.71428571,90,80,72.54901961,82.92682927
29.5,16,89.65517241,87.14285714,78.125,71.42857143,60,75,33.33333333,34.14634146
29.5,16,72.4137931,91.42857143,71.875,89.28571429,90,70,49.01960784,56.09756098
29.5,16,72.4137931,72.85714286,81.25,71.42857143,85,70,86.2745098,87.80487805
29.5,16,72.4137931,70,68.75,71.42857143,90,75,41.17647059,85.36585366
29.5,16,82.75862069,87.14285714,90.625,92.85714286,90,90,72.54901961,97.56097561
29.5,16,82.75862069,94.28571429,78.125,92.85714286,95,100,62.74509804,78.04878049
29.5,12,58.62068966,70,59.375,60.71428571,85,55,31.37254902,80.48780488
29.5,12,68.96551724,78.57142857,62.5,67.85714286,75,45,58.82352941,70.73170732
29.5,16,96.55172414,91.42857143,90.625,78.57142857,85,75,82.35294118,90.24390244
29.5,16,100,91.42857143,87.5,82.14285714,100,75,98.03921569,90.24390244
29.5,14,86.20689655,84.28571429,78.125,71.42857143,85,55,94.11764706,85.36585366
29.5,12,51.72413793,62.85714286,46.875,71.42857143,80,70,70.58823529,78.04878049
29.5,14,48.27586207,41.42857143,18.75,67.85714286,35,45,39.21568628,58.53658537
29.5,14,72.4137931,74.28571429,71.875,89.28571429,55,50,45.09803922,73.17073171
29.5,12,48.27586207,65.71428571,62.5,64.28571429,75,75,41.17647059,87.80487805
29.5,12,68.96551724,75.71428571,87.5,96.42857143,85,70,49.01960784,78.04878049
29.5,12,68.96551724,70,46.875,60.71428571,70,70,56.8627451,75.6097561
29.5,14,62.06896552,65.71428571,84.375,71.42857143,85,40,39.21568628,51.2195122
29.5,14,58.62068966,85.71428571,75,71.42857143,85,70,66.66666667,75.6097561
29.5,14,86.20689655,82.85714286,75,85.71428571,80,95,56.8627451,87.80487805
29.5,14,79.31034483,91.42857143,75,82.14285714,85,85,74.50980392,87.80487805
29.5,10,31.03448276,48.57142857,50,64.28571429,70,30,47.05882353,60.97560976
29.5,12,86.20689655,91.42857143,90.625,92.85714286,95,70,74.50980392,90.24390244
29.5,14,93.10344828,87.14285714,87.5,85.71428571,85,80,72.54901961,80.48780488
29.5,12,86.20689655,75.71428571,75,75,90,65,56.8627451,56.09756098
29.5,14,55.17241379,61.42857143,65.625,57.14285714,70,45,35.29411765,78.04878049
29.5,12,72.4137931,67.14285714,78.125,75,90,75,58.82352941,70.73170732
29.5,14,58.62068966,70,71.875,67.85714286,80,75,50.98039216,80.48780488
29.5,16,55.17241379,74.28571429,59.375,82.14285714,85,70,72.54901961,87.80487805
29.5,14,20.68965517,51.42857143,53.125,75,70,10,82.35294118,51.2195122
29.5,12,79.31034483,67.14285714,59.375,75,85,30,52.94117647,85.36585366
29.5,12,65.51724138,72.85714286,62.5,82.14285714,80,65,84.31372549,85.36585366
29.5,12,62.06896552,54.28571429,65.625,75,80,75,50.98039216,68.29268293
29.5,12,82.75862069,70,68.75,85.71428571,95,90,54.90196078,80.48780488
29.5,12,68.96551724,81.42857143,68.75,71.42857143,90,55,64.70588235,85.36585366
29.5,12,65.51724138,74.28571429,53.125,75,80,90,74.50980392,68.29268293
29.5,12,86.20689655,78.57142857,90.625,78.57142857,85,85,64.70588235,63.41463415
29.5,12,58.62068966,67.14285714,59.375,75,70,65,66.66666667,70.73170732
29.5,12,34.48275862,57.14285714,59.375,46.42857143,60,60,47.05882353,56.09756098
29.5,12,82.75862069,61.42857143,56.25,53.57142857,70,100,58.82352941,82.92682927
29.5,12,72.4137931,81.42857143,75,85.71428571,75,90,82.35294118,63.41463415
29.5,10,65.51724138,58.57142857,53.125,60.71428571,60,35,49.01960784,46.34146342
29.5,14,82.75862069,75.71428571,62.5,85.71428571,95,75,52.94117647,58.53658537
29.5,14,65.51724138,67.14285714,84.375,71.42857143,100,90,58.82352941,97.56097561
29.5,3,48.27586207,18.57142857,37.5,25,15,20,7.843137255,43.90243902
29.5,10,72.4137931,65.71428571,62.5,75,90,80,70.58823529,75.6097561
29.5,8,31.03448276,57.14285714,25,67.85714286,75,80,62.74509804,97.56097561
29.5,12,13.79310345,14.28571429,9.375,25,25,30,23.52941177,29.26829268
29.5,12,58.62068966,65.71428571,65.625,75,70,75,80.39215686,80.48780488
29.5,12,72.4137931,70,78.125,82.14285714,95,70,74.50980392,90.24390244
29.5,12,48.27586207,47.14285714,59.375,71.42857143,80,60,41.17647059,53.65853659
29.5,10,24.13793103,32.85714286,31.25,53.57142857,75,45,33.33333333,80.48780488
29.5,12,20.68965517,30,34.375,25,55,35,31.37254902,58.53658537
29.5,12,34.48275862,65.71428571,62.5,60.71428571,80,65,62.74509804,82.92682927
29.5,16,65.51724138,84.28571429,53.125,71.42857143,85,75,58.82352941,87.80487805
29.5,12,65.51724138,90,87.5,78.57142857,90,70,45.09803922,63.41463415
29.5,10,55.17241379,68.57142857,62.5,82.14285714,55,65,27.45098039,70.73170732
29.5,10,41.37931035,20,37.5,28.57142857,35,10,33.33333333,48.78048781
29.5,12,68.96551724,62.85714286,65.625,71.42857143,100,60,58.82352941,53.65853659
29.5,12,48.27586207,62.85714286,75,46.42857143,80,25,72.54901961,95.12195122
29.5,12,51.72413793,60,62.5,64.28571429,50,80,43.1372549,70.73170732
29.5,12,86.20689655,92.85714286,75,78.57142857,95,90,70.58823529,68.29268293
29.5,10,55.17241379,62.85714286,53.125,67.85714286,55,60,66.66666667,73.17073171
29.5,12,58.62068966,68.57142857,62.5,78.57142857,70,80,72.54901961,58.53658537
29.5,16,82.75862069,78.57142857,81.25,89.28571429,85,60,74.50980392,75.6097561
29.5,16,82.75862069,94.28571429,65.625,67.85714286,65,80,66.66666667,58.53658537
29.5,12,79.31034483,88.57142857,93.75,82.14285714,65,65,45.09803922,70.73170732
29.5,12,51.72413793,60,50,53.57142857,85,55,58.82352941,78.04878049
29.5,16,82.75862069,92.85714286,93.75,75,95,100,39.21568628,75.6097561
29.5,14,86.20689655,71.42857143,84.375,89.28571429,85,95,64.70588235,78.04878049
29.5,12,68.96551724,74.28571429,53.125,57.14285714,80,55,70.58823529,82.92682927
29.5,12,58.62068966,65.71428571,43.75,67.85714286,65,25,62.74509804,78.04878049
29.5,16,75.86206897,82.85714286,81.25,82.14285714,85,70,45.09803922,70.73170732
29.5,12,75.86206897,74.28571429,68.75,46.42857143,90,60,56.8627451,80.48780488
29.5,12,62.06896552,78.57142857,59.375,64.28571429,70,90,58.82352941,53.65853659
29.5,12,58.62068966,67.14285714,50,71.42857143,75,65,54.90196078,78.04878049
29.5,16,68.96551724,82.85714286,84.375,85.71428571,95,85,86.2745098,87.80487805
29.5,14,72.4137931,87.14285714,78.125,96.42857143,95,100,66.66666667,85.36585366
29.5,12,62.06896552,62.85714286,53.125,42.85714286,85,40,60.78431373,73.17073171
29.5,12,58.62068966,75.71428571,84.375,85.71428571,85,75,66.66666667,90.24390244
29.5,12,65.51724138,87.14285714,65.625,78.57142857,95,75,90.19607843,100
29.5,14,79.31034483,88.57142857,81.25,85.71428571,95,100,80.39215686,85.36585366
29.5,14,51.72413793,58.57142857,62.5,67.85714286,75,60,52.94117647,51.2195122
29.5,14,75.86206897,84.28571429,81.25,82.14285714,95,85,80.39215686,90.24390244
29.5,8,17.24137931,27.14285714,46.875,39.28571429,70,35,43.1372549,70.73170732
29.5,14,86.20689655,90,71.875,82.14285714,80,75,78.43137255,92.68292683
29.5,14,86.20689655,71.42857143,56.25,89.28571429,90,75,100,97.56097561
29.5,3,6.896551724,5.714285714,0,10.71428571,25,10,3.921568628,26.82926829
29.5,10,24.13793103,15.71428571,9.375,21.42857143,25,10,25.49019608,36.58536585
29.5,10,31.03448276,18.57142857,34.375,14.28571429,40,10,23.52941177,48.78048781
29.5,12,89.65517241,82.85714286,68.75,82.14285714,75,85,86.2745098,80.48780488
29.5,16,82.75862069,85.71428571,84.375,85.71428571,80,90,58.82352941,68.29268293
29.5,12,37.93103448,45.71428571,40.625,71.42857143,70,35,43.1372549,78.04878049
29.5,16,96.55172414,98.57142857,93.75,89.28571429,100,95,92.15686275,100
29.5,10,75.86206897,88.57142857,56.25,82.14285714,85,90,52.94117647,87.80487805
29.5,14,72.4137931,75.71428571,25,57.14285714,75,65,39.21568628,65.85365854
29.5,16,82.75862069,81.42857143,84.375,89.28571429,90,65,49.01960784,82.92682927
29.5,14,62.06896552,71.42857143,81.25,71.42857143,45,60,41.17647059,48.78048781
29.5,16,75.86206897,81.42857143,71.875,78.57142857,85,50,64.70588235,68.29268293
29.5,10,55.17241379,58.57142857,71.875,71.42857143,85,55,72.54901961,87.80487805
29.5,10,41.37931035,37.14285714,56.25,53.57142857,95,90,80.39215686,85.36585366
29.5,16,89.65517241,91.42857143,84.375,82.14285714,95,100,78.43137255,90.24390244
29.5,12,48.27586207,52.85714286,65.625,50,85,60,47.05882353,75.6097561
29.5,14,86.20689655,92.85714286,84.375,78.57142857,90,100,70.58823529,82.92682927
29.5,12,58.62068966,67.14285714,40.625,57.14285714,50,90,37.25490196,48.78048781
29.5,16,79.31034483,85.71428571,84.375,89.28571429,90,90,82.35294118,85.36585366
29.5,14,75.86206897,80,81.25,78.57142857,85,65,78.43137255,75.6097561
29.5,12,72.4137931,67.14285714,68.75,75,90,70,70.58823529,78.04878049
