yearsage,yearsed,pc_in,pc_vo,pc_co,pc_si,pc_pc,pc_pa,pc_bd,pc_oa
49.5,16,68.96551724,94.28571429,78.125,53.57142857,80,40,43.1372549,56.09756098
49.5,12,79.31034483,60,75,50,85,80,58.82352941,80.48780488
49.5,12,96.55172414,94.28571429,93.75,75,90,55,74.50980392,85.36585366
49.5,16,96.55172414,92.85714286,65.625,67.85714286,80,65,60.78431373,53.65853659
49.5,16,86.20689655,78.57142857,78.125,89.28571429,75,95,76.47058824,82.92682927
49.5,16,93.10344828,81.42857143,71.875,75,90,85,80.39215686,90.24390244
49.5,12,86.20689655,58.57142857,68.75,57.14285714,65,60,66.66666667,75.6097561
49.5,10,75.86206897,60,56.25,50,85,85,58.82352941,80.48780488
49.5,10,62.06896552,32.85714286,59.375,60.71428571,70,70,39.21568628,75.6097561
49.5,10,79.31034483,77.14285714,65.625,71.42857143,95,95,74.50980392,82.92682927
49.5,12,82.75862069,61.42857143,59.375,75,80,75,62.74509804,80.48780488
49.5,10,72.4137931,78.57142857,68.75,60.71428571,60,70,52.94117647,80.48780488
49.5,12,93.10344828,87.14285714,84.375,85.71428571,100,90,88.23529412,80.48780488
49.5,12,44.82758621,64.28571429,62.5,71.42857143,50,65,74.50980392,70.73170732
49.5,12,65.51724138,64.28571429,68.75,75,55,65,54.90196078,70.73170732
49.5,10,75.86206897,78.57142857,71.875,75,85,85,64.70588235,85.36585366
49.5,12,72.4137931,72.85714286,71.875,78.57142857,70,70,68.62745098,70.73170732
49.5,10,58.62068966,38.57142857,15.625,28.57142857,10,10,39.21568628,63.41463415
49.5,10,62.06896552,58.57142857,59.375,67.85714286,80,70,60.78431373,75.6097561
49.5,14,68.96551724,67.14285714,84.375,82.14285714,65,80,72.54901961,80.48780488
49.5,8,79.31034483,70,75,67.85714286,85,95,64.70588235,80.48780488
49.5,12,86.20689655,78.57142857,75,71.42857143,75,85,49.01960784,56.09756098
49.5,14,89.65517241,77.14285714,81.25,71.42857143,65,40,21.56862745,43.90243902
49.5,12,62.06896552,67.14285714,65.625,96.42857143,85,75,62.74509804,70.73170732
49.5,12,65.51724138,55.71428571,62.5,53.57142857,55,45,3.921568628,46.34146342
49.5,12,65.51724138,72.85714286,84.375,64.28571429,75,90,86.2745098,87.80487805
49.5,12,79.31034483,62.85714286,56.25,64.28571429,85,45,70.58823529,85.36585366
49.5,12,55.17241379,70,56.25,53.57142857,85,40,29.41176471,53.65853659
49.5,10,65.51724138,70,75,60.71428571,75,60,78.43137255,85.36585366
49.5,8,79.31034483,80,81.25,67.85714286,100,100,66.66666667,70.73170732
49.5,12,55.17241379,70,65.625,67.85714286,90,75,50.98039216,82.92682927
49.5,16,96.55172414,91.42857143,78.125,89.28571429,90,90,76.47058824,78.04878049
49.5,3,48.27586207,40,34.375,53.57142857,75,100,39.21568628,70.73170732
49.5,16,86.20689655,81.42857143,75,82.14285714,100,100,62.74509804,85.36585366
49.5,14,82.75862069,74.28571429,59.375,50,35,70,54.90196078,73.17073171
49.5,12,62.06896552,75.71428571,68.75,67.85714286,80,75,76.47058824,80.48780488
49.5,8,48.27586207,57.14285714,56.25,71.42857143,70,60,39.21568628,73.17073171
49.5,12,51.72413793,61.42857143,53.125,67.85714286,65,10,33.33333333,75.6097561
49.5,12,62.06896552,58.57142857,53.125,53.57142857,80,70,27.45098039,51.2195122
49.5,10,27.5862069,34.28571429,62.5,14.28571429,40,20,33.33333333,60.97560976
49.5,12,65.51724138,64.28571429,53.125,78.57142857,70,60,43.1372549,73.17073171
49.5,8,65.51724138,62.85714286,12.5,60.71428571,70,60,54.90196078,85.36585366
49.5,10,34.48275862,48.57142857,40.625,28.57142857,60,10,11.76470588,51.2195122
49.5,10,68.96551724,58.57142857,62.5,57.14285714,80,60,54.90196078,60.97560976
49.5,3,55.17241379,48.57142857,46.875,50,80,50,33.33333333,58.53658537
49.5,12,68.96551724,65.71428571,68.75,78.57142857,60,50,52.94117647,78.04878049
49.5,12,51.72413793,24.28571429,28.125,7.142857143,45,10,3.921568628,26.82926829
49.5,8,55.17241379,52.85714286,68.75,42.85714286,90,30,43.1372549,63.41463415
49.5,10,58.62068966,60,31.25,67.85714286,45,60,25.49019608,43.90243902
49.5,10,41.37931035,45.71428571,71.875,67.85714286,35,40,0,56.09756098
49.5,10,48.27586207,47.14285714,75,46.42857143,75,10,56.8627451,73.17073171
49.5,12,72.4137931,54.28571429,50,64.28571429,80,65,50.98039216,58.53658537
49.5,8,55.17241379,80,65.625,67.85714286,80,60,39.21568628,68.29268293
49.5,8,55.17241379,48.57142857,12.5,42.85714286,50,35,33.33333333,31.70731707
49.5,8,58.62068966,58.57142857,62.5,46.42857143,55,85,27.45098039,48.78048781
49.5,14,82.75862069,87.14285714,21.875,85.71428571,85,85,88.23529412,80.48780488
49.5,12,62.06896552,50,56.25,32.14285714,60,40,43.1372549,70.73170732
49.5,3,48.27586207,44.28571429,43.75,42.85714286,50,30,21.56862745,68.29268293
49.5,8,48.27586207,40,53.125,42.85714286,60,10,35.29411765,70.73170732
49.5,12,72.4137931,51.42857143,43.75,75,60,95,29.41176471,29.26829268
49.5,10,55.17241379,54.28571429,65.625,53.57142857,70,70,49.01960784,68.29268293
49.5,10,55.17241379,58.57142857,62.5,60.71428571,80,30,52.94117647,75.6097561
49.5,12,93.10344828,80,84.375,75,80,75,94.11764706,82.92682927
49.5,10,34.48275862,30,43.75,25,75,45,47.05882353,87.80487805
49.5,10,62.06896552,32.85714286,62.5,50,65,20,43.1372549,36.58536585
49.5,8,24.13793103,12.85714286,12.5,17.85714286,55,5,33.33333333,43.90243902
49.5,3,24.13793103,28.57142857,28.125,0,20,5,29.41176471,39.02439024
49.5,14,72.4137931,80,81.25,96.42857143,85,70,62.74509804,80.48780488
49.5,14,82.75862069,82.85714286,96.875,85.71428571,90,75,68.62745098,80.48780488
49.5,14,58.62068966,70,59.375,82.14285714,40,50,50.98039216,75.6097561
49.5,14,68.96551724,75.71428571,62.5,53.57142857,70,70,68.62745098,80.48780488
49.5,12,62.06896552,75.71428571,78.125,53.57142857,45,35,39.21568628,36.58536585
49.5,16,96.55172414,90,68.75,67.85714286,75,55,62.74509804,82.92682927
49.5,12,48.27586207,55.71428571,53.125,28.57142857,65,30,39.21568628,56.09756098
49.5,16,96.55172414,87.14285714,78.125,89.28571429,90,80,74.50980392,70.73170732
49.5,12,58.62068966,72.85714286,46.875,75,85,70,39.21568628,80.48780488
49.5,10,58.62068966,42.85714286,84.375,57.14285714,55,10,21.56862745,41.46341463
49.5,10,72.4137931,77.14285714,84.375,57.14285714,80,95,62.74509804,58.53658537
49.5,12,89.65517241,81.42857143,81.25,64.28571429,90,70,49.01960784,80.48780488
49.5,3,24.13793103,25.71428571,50,14.28571429,20,20,11.76470588,31.70731707
49.5,8,68.96551724,52.85714286,71.875,75,85,80,47.05882353,70.73170732
49.5,8,37.93103448,25.71428571,46.875,21.42857143,35,10,11.76470588,31.70731707
49.5,8,58.62068966,35.71428571,34.375,39.28571429,60,10,11.76470588,56.09756098
49.5,3,6.896551724,14.28571429,12.5,7.142857143,0,10,0,14.63414634
49.5,3,24.13793103,32.85714286,18.75,28.57142857,45,10,11.76470588,43.90243902
49.5,12,79.31034483,65.71428571,75,89.28571429,70,50,45.09803922,68.29268293
49.5,14,55.17241379,68.57142857,46.875,64.28571429,80,75,66.66666667,51.2195122
49.5,14,65.51724138,77.14285714,75,60.71428571,90,85,56.8627451,60.97560976
49.5,16,58.62068966,68.57142857,50,64.28571429,55,50,58.82352941,80.48780488
49.5,16,93.10344828,82.85714286,90.625,89.28571429,90,70,72.54901961,73.17073171
49.5,16,65.51724138,80,75,78.57142857,85,70,31.37254902,70.73170732
49.5,10,55.17241379,52.85714286,68.75,71.42857143,85,50,47.05882353,60.97560976
49.5,16,72.4137931,75.71428571,78.125,67.85714286,65,75,60.78431373,58.53658537
49.5,16,93.10344828,94.28571429,87.5,100,90,55,84.31372549,85.36585366
49.5,16,82.75862069,71.42857143,78.125,92.85714286,95,90,41.17647059,78.04878049
49.5,14,75.86206897,72.85714286,81.25,82.14285714,100,60,74.50980392,73.17073171
49.5,12,72.4137931,74.28571429,75,89.28571429,80,65,47.05882353,70.73170732
49.5,14,82.75862069,78.57142857,81.25,71.42857143,80,55,84.31372549,85.36585366
49.5,16,89.65517241,92.85714286,75,85.71428571,65,40,43.1372549,80.48780488
49.5,12,41.37931035,75.71428571,81.25,60.71428571,85,85,37.25490196,65.85365854
49.5,10,44.82758621,50,31.25,78.57142857,35,10,29.41176471,51.2195122
49.5,14,55.17241379,62.85714286,59.375,53.57142857,60,50,72.54901961,70.73170732
49.5,10,44.82758621,55.71428571,15.625,50,55,55,49.01960784,63.41463415
49.5,14,82.75862069,84.28571429,81.25,71.42857143,80,90,47.05882353,58.53658537
49.5,12,68.96551724,65.71428571,50,71.42857143,55,40,84.31372549,90.24390244
49.5,12,72.4137931,74.28571429,87.5,64.28571429,75,40,45.09803922,73.17073171
49.5,12,79.31034483,81.42857143,75,89.28571429,90,85,76.47058824,87.80487805
49.5,12,51.72413793,52.85714286,75,57.14285714,55,30,45.09803922,70.73170732
49.5,12,86.20689655,85.71428571,84.375,75,80,85,56.8627451,80.48780488
49.5,12,72.4137931,75.71428571,71.875,89.28571429,85,65,68.62745098,75.6097561
49.5,12,75.86206897,82.85714286,68.75,71.42857143,80,75,64.70588235,58.53658537
49.5,14,79.31034483,70,84.375,53.57142857,75,75,74.50980392,85.36585366
49.5,14,79.31034483,75.71428571,90.625,82.14285714,75,50,72.54901961,92.68292683
49.5,14,79.31034483,85.71428571,65.625,75,60,50,47.05882353,60.97560976
49.5,12,93.10344828,87.14285714,87.5,82.14285714,85,85,86.2745098,80.48780488
49.5,12,65.51724138,61.42857143,81.25,71.42857143,65,35,54.90196078,75.6097561
49.5,12,48.27586207,67.14285714,50,78.57142857,55,35,49.01960784,70.73170732
49.5,3,48.27586207,64.28571429,75,53.57142857,60,10,23.52941177,63.41463415
49.5,14,93.10344828,90,90.625,89.28571429,70,80,54.90196078,63.41463415
49.5,14,93.10344828,90,71.875,92.85714286,70,70,49.01960784,51.2195122
49.5,12,65.51724138,85.71428571,78.125,78.57142857,70,45,47.05882353,68.29268293
49.5,12,44.82758621,71.42857143,46.875,71.42857143,75,20,43.1372549,78.04878049
49.5,12,75.86206897,64.28571429,75,75,90,60,68.62745098,85.36585366
49.5,12,72.4137931,68.57142857,53.125,60.71428571,90,55,88.23529412,85.36585366
49.5,10,75.86206897,90,62.5,89.28571429,85,75,60.78431373,85.36585366
49.5,12,55.17241379,51.42857143,59.375,82.14285714,65,70,54.90196078,68.29268293
49.5,8,65.51724138,61.42857143,56.25,71.42857143,70,40,49.01960784,58.53658537
49.5,10,13.79310345,18.57142857,43.75,28.57142857,30,50,31.37254902,34.14634146
49.5,10,48.27586207,47.14285714,56.25,46.42857143,55,55,47.05882353,46.34146342
49.5,12,65.51724138,80,84.375,71.42857143,80,80,74.50980392,85.36585366
49.5,12,65.51724138,55.71428571,43.75,25,65,60,82.35294118,82.92682927
49.5,10,34.48275862,38.57142857,46.875,50,75,20,31.37254902,60.97560976
49.5,10,58.62068966,67.14285714,71.875,71.42857143,90,30,50.98039216,90.24390244
49.5,12,72.4137931,72.85714286,68.75,25,75,65,70.58823529,78.04878049
49.5,10,41.37931035,54.28571429,59.375,67.85714286,40,30,45.09803922,24.3902439
49.5,3,37.93103448,52.85714286,53.125,50,45,30,33.33333333,53.65853659
49.5,10,79.31034483,77.14285714,68.75,78.57142857,65,60,68.62745098,75.6097561
49.5,10,37.93103448,48.57142857,50,57.14285714,55,60,45.09803922,75.6097561
49.5,10,34.48275862,57.14285714,40.625,60.71428571,80,60,64.70588235,68.29268293
49.5,10,51.72413793,62.85714286,62.5,57.14285714,60,40,58.82352941,85.36585366
49.5,12,68.96551724,72.85714286,75,60.71428571,95,55,68.62745098,80.48780488
49.5,8,48.27586207,60,71.875,42.85714286,35,15,23.52941177,60.97560976
49.5,10,31.03448276,20,31.25,39.28571429,20,10,11.76470588,65.85365854
49.5,12,58.62068966,60,59.375,57.14285714,65,35,49.01960784,53.65853659
49.5,3,44.82758621,28.57142857,28.125,53.57142857,60,40,54.90196078,70.73170732
49.5,12,62.06896552,70,81.25,75,70,80,29.41176471,53.65853659
49.5,8,62.06896552,54.28571429,46.875,50,60,40,39.21568628,75.6097561
49.5,8,17.24137931,34.28571429,31.25,46.42857143,25,30,39.21568628,73.17073171
49.5,10,68.96551724,61.42857143,53.125,50,85,50,56.8627451,80.48780488
49.5,14,58.62068966,58.57142857,62.5,57.14285714,65,15,33.33333333,58.53658537
49.5,14,68.96551724,82.85714286,71.875,82.14285714,80,75,39.21568628,53.65853659
49.5,10,51.72413793,37.14285714,53.125,39.28571429,45,65,50.98039216,80.48780488
49.5,14,55.17241379,65.71428571,68.75,75,45,10,70.58823529,24.3902439
49.5,14,68.96551724,54.28571429,50,50,60,85,45.09803922,75.6097561
49.5,10,79.31034483,84.28571429,75,82.14285714,90,80,68.62745098,75.6097561
49.5,10,72.4137931,78.57142857,65.625,46.42857143,80,45,86.2745098,75.6097561
49.5,12,86.20689655,78.57142857,84.375,64.28571429,80,95,80.39215686,75.6097561
49.5,12,86.20689655,74.28571429,81.25,67.85714286,60,45,43.1372549,34.14634146
49.5,12,79.31034483,87.14285714,84.375,85.71428571,75,75,64.70588235,82.92682927
49.5,12,55.17241379,60,50,64.28571429,85,75,70.58823529,73.17073171
49.5,16,68.96551724,77.14285714,78.125,78.57142857,60,60,39.21568628,65.85365854
49.5,12,79.31034483,90,90.625,78.57142857,95,65,52.94117647,43.90243902
49.5,3,41.37931035,48.57142857,12.5,17.85714286,50,30,39.21568628,31.70731707
49.5,3,62.06896552,80,71.875,71.42857143,60,10,13.7254902,65.85365854
49.5,3,100,100,100,92.85714286,100,100,68.62745098,70.73170732
49.5,10,68.96551724,74.28571429,56.25,53.57142857,75,35,80.39215686,82.92682927
49.5,12,62.06896552,68.57142857,59.375,75,50,60,64.70588235,80.48780488
49.5,12,51.72413793,71.42857143,75,82.14285714,75,60,66.66666667,68.29268293
49.5,10,65.51724138,65.71428571,75,67.85714286,85,45,41.17647059,70.73170732
49.5,16,82.75862069,84.28571429,75,89.28571429,90,100,74.50980392,78.04878049
49.5,12,72.4137931,84.28571429,62.5,75,70,60,39.21568628,73.17073171
49.5,14,68.96551724,70,75,78.57142857,65,50,47.05882353,80.48780488
49.5,8,41.37931035,24.28571429,18.75,32.14285714,25,20,11.76470588,78.04878049
49.5,3,6.896551724,7.142857143,6.25,0,10,25,0,12.19512195
49.5,14,93.10344828,85.71428571,68.75,75,90,65,45.09803922,73.17073171
49.5,12,62.06896552,50,53.125,67.85714286,85,10,74.50980392,75.6097561
49.5,12,65.51724138,72.85714286,59.375,82.14285714,80,35,56.8627451,78.04878049
49.5,12,58.62068966,51.42857143,75,75,80,55,68.62745098,73.17073171
49.5,12,79.31034483,77.14285714,71.875,60.71428571,45,55,54.90196078,51.2195122
49.5,16,89.65517241,94.28571429,90.625,82.14285714,75,85,35.29411765,68.29268293
49.5,3,10.34482759,14.28571429,12.5,3.571428571,25,0,13.7254902,19.51219512
49.5,16,89.65517241,90,84.375,82.14285714,90,60,49.01960784,70.73170732
49.5,12,72.4137931,71.42857143,71.875,78.57142857,65,55,35.29411765,56.09756098
49.5,16,82.75862069,85.71428571,78.125,89.28571429,85,45,35.29411765,68.29268293
49.5,12,82.75862069,77.14285714,81.25,85.71428571,55,50,39.21568628,56.09756098
49.5,12,89.65517241,77.14285714,78.125,67.85714286,80,40,31.37254902,48.78048781
49.5,12,65.51724138,84.28571429,78.125,57.14285714,90,75,43.1372549,78.04878049
49.5,12,68.96551724,70,56.25,46.42857143,60,10,47.05882353,68.29268293
49.5,12,58.62068966,70,78.125,75,80,55,23.52941177,73.17073171
49.5,16,89.65517241,90,93.75,100,70,75,72.54901961,82.92682927
49.5,12,65.51724138,75.71428571,75,67.85714286,85,80,66.66666667,92.68292683
49.5,12,65.51724138,68.57142857,65.625,42.85714286,20,45,27.45098039,78.04878049
49.5,12,44.82758621,52.85714286,65.625,57.14285714,70,50,58.82352941,75.6097561
49.5,12,68.96551724,91.42857143,90.625,85.71428571,85,45,49.01960784,75.6097561
49.5,12,82.75862069,82.85714286,75,78.57142857,90,80,60.78431373,53.65853659
49.5,12,51.72413793,45.71428571,37.5,42.85714286,45,20,39.21568628,36.58536585
49.5,10,48.27586207,47.14285714,40.625,39.28571429,40,10,31.37254902,73.17073171
49.5,12,62.06896552,62.85714286,62.5,57.14285714,70,40,49.01960784,75.6097561
49.5,14,34.48275862,38.57142857,50,39.28571429,70,20,39.21568628,53.65853659
49.5,12,72.4137931,71.42857143,71.875,71.42857143,75,80,50.98039216,51.2195122
49.5,12,86.20689655,87.14285714,78.125,85.71428571,60,75,54.90196078,53.65853659
49.5,12,55.17241379,72.85714286,50,64.28571429,50,40,47.05882353,63.41463415
49.5,3,51.72413793,50,62.5,50,75,40,68.62745098,65.85365854
49.5,12,31.03448276,38.57142857,15.625,14.28571429,25,10,11.76470588,24.3902439
49.5,8,58.62068966,50,56.25,42.85714286,50,15,47.05882353,78.04878049
49.5,10,44.82758621,44.28571429,34.375,50,70,75,27.45098039,75.6097561
49.5,3,17.24137931,18.57142857,18.75,10.71428571,25,10,3.921568628,31.70731707
49.5,12,86.20689655,74.28571429,65.625,78.57142857,75,75,39.21568628,70.73170732
49.5,3,31.03448276,25.71428571,31.25,14.28571429,25,5,15.68627451,36.58536585
49.5,3,55.17241379,68.57142857,34.375,42.85714286,60,60,31.37254902,58.53658537
49.5,3,27.5862069,15.71428571,12.5,7.142857143,40,10,17.64705882,31.70731707
49.5,3,31.03448276,18.57142857,25,7.142857143,45,10,7.843137255,43.90243902
59.5,14,100,95.71428571,87.5,92.85714286,90,85,45.09803922,58.53658537
59.5,14,89.65517241,91.42857143,62.5,75,85,85,15.68627451,58.53658537
59.5,16,86.20689655,94.28571429,96.875,78.57142857,85,90,54.90196078,90.24390244
59.5,16,75.86206897,72.85714286,75,75,50,35,39.21568628,65.85365854
59.5,16,93.10344828,80,96.875,96.42857143,70,80,52.94117647,51.2195122
59.5,10,82.75862069,84.28571429,84.375,50,75,85,39.21568628,60.97560976
59.5,12,86.20689655,92.85714286,90.625,82.14285714,80,55,56.8627451,75.6097561
59.5,14,82.75862069,81.42857143,87.5,89.28571429,95,70,66.66666667,87.80487805
59.5,12,62.06896552,74.28571429,81.25,60.71428571,95,85,66.66666667,82.92682927
59.5,12,75.86206897,78.57142857,71.875,67.85714286,70,75,90.19607843,80.48780488
59.5,14,72.4137931,38.57142857,62.5,32.14285714,75,10,33.33333333,73.17073171
59.5,12,72.4137931,70,78.125,85.71428571,80,80,64.70588235,78.04878049
59.5,14,72.4137931,62.85714286,65.625,67.85714286,55,35,15.68627451,43.90243902
59.5,12,75.86206897,72.85714286,62.5,67.85714286,75,50,39.21568628,70.73170732
59.5,16,100,94.28571429,87.5,82.14285714,100,75,54.90196078,85.36585366
59.5,14,89.65517241,94.28571429,87.5,85.71428571,70,60,39.21568628,39.02439024
59.5,12,51.72413793,54.28571429,62.5,42.85714286,55,50,23.52941177,58.53658537
59.5,14,86.20689655,55.71428571,59.375,67.85714286,80,70,50.98039216,73.17073171
59.5,14,72.4137931,72.85714286,65.625,67.85714286,80,55,60.78431373,68.29268293
59.5,12,82.75862069,85.71428571,84.375,82.14285714,80,75,49.01960784,82.92682927
59.5,16,100,97.14285714,90.625,92.85714286,95,80,78.43137255,90.24390244
59.5,14,86.20689655,84.28571429,81.25,39.28571429,85,50,70.58823529,82.92682927
59.5,12,68.96551724,70,46.875,60.71428571,65,30,41.17647059,73.17073171
59.5,10,68.96551724,64.28571429,75,71.42857143,80,80,39.21568628,87.80487805
59.5,10,79.31034483,57.14285714,75,64.28571429,80,95,72.54901961,60.97560976
59.5,3,34.48275862,45.71428571,62.5,50,60,20,39.21568628,73.17073171
59.5,12,41.37931035,35.71428571,46.875,35.71428571,55,10,45.09803922,65.85365854
59.5,12,82.75862069,85.71428571,68.75,64.28571429,70,55,82.35294118,80.48780488
59.5,3,37.93103448,25.71428571,59.375,25,5,10,25.49019608,39.02439024
59.5,12,68.96551724,72.85714286,62.5,71.42857143,80,75,68.62745098,85.36585366
59.5,10,62.06896552,67.14285714,75,75,85,65,72.54901961,82.92682927
59.5,10,55.17241379,52.85714286,56.25,60.71428571,45,70,47.05882353,70.73170732
59.5,10,75.86206897,65.71428571,56.25,64.28571429,70,95,47.05882353,70.73170732
59.5,16,86.20689655,85.71428571,78.125,71.42857143,90,80,41.17647059,56.09756098
59.5,12,65.51724138,70,68.75,75,100,70,68.62745098,85.36585366
59.5,8,55.17241379,62.85714286,62.5,46.42857143,55,10,23.52941177,21.95121951
59.5,10,62.06896552,55.71428571,68.75,60.71428571,65,70,70.58823529,80.48780488
59.5,10,89.65517241,80,59.375,39.28571429,65,40,17.64705882,58.53658537
59.5,8,75.86206897,68.57142857,62.5,71.42857143,80,75,39.21568628,36.58536585
59.5,12,89.65517241,68.57142857,78.125,64.28571429,85,70,78.43137255,85.36585366
59.5,12,68.96551724,70,65.625,67.85714286,85,70,82.35294118,70.73170732
59.5,8,34.48275862,18.57142857,15.625,7.142857143,65,10,33.33333333,68.29268293
59.5,10,51.72413793,58.57142857,50,42.85714286,50,20,45.09803922,56.09756098
59.5,8,65.51724138,57.14285714,71.875,57.14285714,55,20,37.25490196,73.17073171
59.5,8,82.75862069,64.28571429,78.125,35.71428571,60,10,39.21568628,51.2195122
59.5,12,75.86206897,61.42857143,71.875,60.71428571,80,60,56.8627451,70.73170732
59.5,3,65.51724138,58.57142857,81.25,60.71428571,75,40,56.8627451,90.24390244
59.5,10,79.31034483,97.14285714,71.875,89.28571429,65,65,47.05882353,41.46341463
59.5,3,17.24137931,20,31.25,14.28571429,40,10,23.52941177,26.82926829
59.5,3,79.31034483,52.85714286,53.125,60.71428571,75,20,33.33333333,60.97560976
59.5,8,34.48275862,38.57142857,50,50,65,10,39.21568628,26.82926829
59.5,8,65.51724138,71.42857143,59.375,85.71428571,70,65,70.58823529,73.17073171
59.5,8,48.27586207,55.71428571,62.5,60.71428571,65,25,27.45098039,73.17073171
59.5,3,24.13793103,14.28571429,25,21.42857143,30,10,23.52941177,70.73170732
59.5,12,41.37931035,37.14285714,43.75,53.57142857,65,10,11.76470588,48.78048781
59.5,8,44.82758621,58.57142857,56.25,46.42857143,100,55,39.21568628,48.78048781
59.5,10,44.82758621,48.57142857,21.875,25,55,45,37.25490196,43.90243902
59.5,3,17.24137931,14.28571429,21.875,0,30,10,33.33333333,53.65853659
59.5,14,65.51724138,72.85714286,68.75,53.57142857,90,65,80.39215686,90.24390244
59.5,14,72.4137931,88.57142857,84.375,39.28571429,65,70,47.05882353,58.53658537
59.5,3,31.03448276,40,40.625,28.57142857,75,20,35.29411765,65.85365854
59.5,12,62.06896552,67.14285714,56.25,46.42857143,65,30,60.78431373,29.26829268
59.5,16,79.31034483,74.28571429,68.75,67.85714286,75,95,66.66666667,73.17073171
59.5,3,37.93103448,27.14285714,43.75,14.28571429,20,10,9.803921569,29.26829268
59.5,12,79.31034483,84.28571429,56.25,42.85714286,65,65,49.01960784,70.73170732
59.5,3,13.79310345,12.85714286,21.875,3.571428571,5,0,3.921568628,4.878048781
59.5,12,65.51724138,68.57142857,68.75,57.14285714,75,65,47.05882353,70.73170732
59.5,12,68.96551724,57.14285714,78.125,57.14285714,75,50,54.90196078,90.24390244
59.5,12,44.82758621,71.42857143,81.25,64.28571429,80,70,64.70588235,82.92682927
59.5,12,86.20689655,95.71428571,84.375,71.42857143,65,60,37.25490196,53.65853659
59.5,12,93.10344828,80,81.25,71.42857143,75,55,68.62745098,73.17073171
59.5,12,68.96551724,68.57142857,53.125,60.71428571,85,30,76.47058824,78.04878049
59.5,12,34.48275862,57.14285714,62.5,46.42857143,80,75,47.05882353,68.29268293
59.5,10,51.72413793,55.71428571,78.125,71.42857143,65,25,41.17647059,70.73170732
59.5,14,75.86206897,74.28571429,68.75,82.14285714,80,80,56.8627451,78.04878049
59.5,8,51.72413793,61.42857143,50,28.57142857,30,50,11.76470588,51.2195122
59.5,8,41.37931035,61.42857143,65.625,64.28571429,80,55,23.52941177,56.09756098
59.5,3,65.51724138,60,68.75,78.57142857,60,65,58.82352941,63.41463415
59.5,3,41.37931035,27.14285714,31.25,17.85714286,20,30,31.37254902,39.02439024
59.5,8,79.31034483,77.14285714,65.625,25,30,20,21.56862745,24.3902439
59.5,12,93.10344828,88.57142857,96.875,75,70,95,47.05882353,82.92682927
59.5,12,96.55172414,90,78.125,78.57142857,75,85,41.17647059,73.17073171
59.5,12,55.17241379,72.85714286,59.375,60.71428571,80,55,56.8627451,58.53658537
59.5,16,62.06896552,87.14285714,84.375,82.14285714,85,95,41.17647059,80.48780488
59.5,12,79.31034483,91.42857143,87.5,71.42857143,85,15,25.49019608,34.14634146
59.5,14,89.65517241,92.85714286,90.625,89.28571429,90,55,68.62745098,56.09756098
59.5,12,75.86206897,80,78.125,78.57142857,75,75,54.90196078,70.73170732
59.5,12,75.86206897,74.28571429,71.875,67.85714286,80,75,74.50980392,80.48780488
59.5,10,58.62068966,70,56.25,53.57142857,70,50,43.1372549,75.6097561
59.5,14,58.62068966,81.42857143,75,64.28571429,75,55,43.1372549,63.41463415
59.5,12,89.65517241,81.42857143,78.125,71.42857143,80,65,47.05882353,46.34146342
59.5,16,79.31034483,78.57142857,65.625,67.85714286,60,45,47.05882353,75.6097561
59.5,16,89.65517241,100,90.625,71.42857143,90,75,68.62745098,60.97560976
59.5,12,51.72413793,45.71428571,62.5,57.14285714,65,25,41.17647059,58.53658537
59.5,12,79.31034483,71.42857143,68.75,75,70,55,52.94117647,51.2195122
59.5,12,93.10344828,82.85714286,78.125,85.71428571,95,40,45.09803922,73.17073171
59.5,14,82.75862069,71.42857143,84.375,82.14285714,75,70,64.70588235,78.04878049
59.5,10,48.27586207,40,50,35.71428571,75,55,31.37254902,36.58536585
59.5,10,24.13793103,15.71428571,15.625,14.28571429,20,10,23.52941177,36.58536585
59.5,10,62.06896552,51.42857143,53.125,75,75,60,45.09803922,65.85365854
59.5,10,65.51724138,51.42857143,62.5,64.28571429,75,95,15.68627451,56.09756098
59.5,12,72.4137931,61.42857143,50,46.42857143,65,60,49.01960784,73.17073171
59.5,3,86.20689655,64.28571429,25,32.14285714,85,65,49.01960784,51.2195122
59.5,3,27.5862069,24.28571429,50,21.42857143,20,25,31.37254902,39.02439024
59.5,8,34.48275862,28.57142857,43.75,39.28571429,40,10,33.33333333,53.65853659
59.5,12,51.72413793,57.14285714,50,57.14285714,65,30,50.98039216,82.92682927
59.5,8,41.37931035,30,43.75,21.42857143,60,25,13.7254902,60.97560976
59.5,3,51.72413793,47.14285714,46.875,35.71428571,40,40,33.33333333,70.73170732
59.5,8,44.82758621,64.28571429,75,82.14285714,50,100,47.05882353,46.34146342
59.5,12,75.86206897,52.85714286,56.25,57.14285714,60,35,49.01960784,41.46341463
59.5,3,55.17241379,28.57142857,62.5,67.85714286,65,80,29.41176471,78.04878049
59.5,8,51.72413793,58.57142857,56.25,60.71428571,70,30,43.1372549,53.65853659
59.5,8,41.37931035,28.57142857,21.875,28.57142857,45,20,43.1372549,17.07317073
59.5,10,51.72413793,61.42857143,75,67.85714286,65,40,45.09803922,58.53658537
59.5,12,65.51724138,81.42857143,87.5,85.71428571,90,100,78.43137255,87.80487805
59.5,12,68.96551724,71.42857143,81.25,92.85714286,100,55,80.39215686,73.17073171
59.5,12,72.4137931,81.42857143,81.25,85.71428571,55,40,60.78431373,58.53658537
