     214.0      14.6      58.0
     215.0      10.9      92.0
     216.0      18.0      57.0
     217.0       9.1      79.0
     219.0       8.8     102.0
     220.0      21.0      52.0
     221.0      21.7      52.0
     222.0      23.1      55.0
     223.0       8.9      95.0
     224.0      14.7      35.0
     225.0      16.6      46.0
     226.0      10.2      80.0
     227.0      12.5      66.0
     228.0      17.3      55.0
     229.0      10.9      59.0
     230.0      17.4      33.0
     231.0      23.9      51.0
     232.0       9.8      82.0
     233.0      17.2      66.0
     234.0       0.4     106.0
     235.0      21.8      39.0
     236.0      15.5      48.0
     237.0       5.9     104.0
     238.0      18.9      48.0
     239.0      10.2      75.0
     240.0      18.8      35.0
     241.0      10.6      72.0
     242.0      15.3      70.0
     243.0       6.6     102.0
     244.0      16.6      48.0
     245.0      12.5      70.0
     246.0      21.6      68.0
     247.0       8.1      98.0
     248.0       0.7     106.0
     249.0      21.8      48.0
     250.0       3.3     122.0
     251.0      19.1      53.0
     252.0       7.7      96.0
     254.0      19.8      59.0
     255.0      11.2      73.0
     256.0       5.1      96.0
     257.0      19.1      43.0
     258.0      18.2      49.0
     259.0      10.1      85.0
     260.0      19.2      55.0
     261.0      24.6      59.0
     262.0       1.4     101.0
     263.0      22.7      31.0
     264.0      16.9      55.0
     265.0       6.8     115.0
     266.0       1.9      89.0
     267.0      11.3      88.0
     268.0      23.2      51.0
     269.0      18.0      42.0
     270.0       9.4      68.0
     271.0      16.8      68.0
     272.0      12.7      70.0
     273.0       0.9     109.0
     274.0      16.4      48.0
     275.0       7.7      84.0
     276.0      16.2      40.0
     277.0      21.5      46.0
     278.0       4.9     124.0
     279.0       6.2      96.0
     280.0       5.6      95.0
     281.0      14.7      42.0
     282.0      17.4      57.0
     283.0      13.9      56.0
     284.0      15.7      50.0
     285.0       0.0     101.0
     286.0      14.7      55.0
     287.0      19.9      34.0
     288.0       7.0      97.0
     289.0      10.1      89.0
     290.0       1.7      86.0
     291.0       2.3     106.0
     292.0       5.0      88.0
     293.0       0.7     107.0
     294.0      23.0      47.0
     295.0      24.1      32.0
     296.0       0.8      72.0
     297.0       5.0      94.0
     298.0      14.9      45.0
     299.0      15.3      50.0
     300.0       9.4      93.0
     301.0       6.9     112.0
     302.0       2.1     112.0
     303.0      16.1      56.0
     304.0      24.1      39.0
     305.0       3.5      90.0
     306.0      15.2      50.0
     307.0      10.5      74.0
     308.0      21.3      73.0
     309.0       5.5      76.0
     310.0      17.5      77.0
     311.0       5.8      93.0
     312.0      17.2      67.0
     313.0      23.8      78.0
     314.0      11.5      88.0
     315.0      14.3      55.0
     316.0       0.3     118.0
     317.0       1.3      83.0
     318.0      19.5      31.0
     319.0      20.8      54.0
     320.0       3.4     112.0
